SUBDIVISION,YEAR,ANNUAL PRECIPITATION,QUARTER,PRECIPITATION,SEVERITY,TERRAIN,CLIMATE
MATATHWADA,2013,888,Mar-May,16.9,0,Barren,Drought
MATATHWADA,2013,888,Jun-Sep,745.3,0,Barren,Drought
MATATHWADA,2013,888,Oct-Dec,114.8,0,Barren,Drought
MATATHWADA,2014,548.9,Jan-Feb,14.8,0,Barren,Drought
MATATHWADA,2014,548.9,Mar-May,97.9,0,Barren,Drought
MATATHWADA,2014,548.9,Jun-Sep,398.8,0,Barren,Drought
MATATHWADA,2014,548.9,Oct-Dec,37.4,0,Barren,Drought
MATATHWADA,2015,532.2,Jan-Feb,11.7,0,Barren,Drought
MATATHWADA,2015,532.2,Mar-May,83.8,0,Barren,Drought
MATATHWADA,2015,532.2,Jun-Sep,412.4,0,Barren,Drought
MATATHWADA,2015,532.2,Oct-Dec,24.3,0,Barren,Drought
NAGA MANI MIZO TRIPURA,1901,2168.4,Jan-Feb,29.8,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1901,2168.4,Mar-May,359.6,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1901,2168.4,Jun-Sep,1544.8,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1901,2168.4,Oct-Dec,234.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1902,2175,Jan-Feb,5.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1902,2175,Mar-May,549.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1902,2175,Jun-Sep,1504,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1902,2175,Oct-Dec,116,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1903,2230.7,Jan-Feb,47,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1903,2230.7,Mar-May,345.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1903,2230.7,Jun-Sep,1595.4,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1903,2230.7,Oct-Dec,243.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1904,2519.8,Jan-Feb,49.3,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1904,2519.8,Mar-May,568.3,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1904,2519.8,Jun-Sep,1678.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1904,2519.8,Oct-Dec,224,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1905,2527.6,Jan-Feb,44.5,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1905,2527.6,Mar-May,661.8,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1905,2527.6,Jun-Sep,1539.8,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1905,2527.6,Oct-Dec,281.5,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1906,2514.4,Jan-Feb,78.5,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1906,2514.4,Mar-May,474.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1906,2514.4,Jun-Sep,1770.9,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1906,2514.4,Oct-Dec,190.9,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1907,2121.7,Jan-Feb,69.5,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1907,2121.7,Mar-May,437.9,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1907,2121.7,Jun-Sep,1442.4,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1907,2121.7,Oct-Dec,171.9,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1908,2319.3,Jan-Feb,41.4,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1908,2319.3,Mar-May,397.5,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1908,2319.3,Jun-Sep,1581.3,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1908,2319.3,Oct-Dec,299.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1909,2308.7,Jan-Feb,10.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1909,2308.7,Mar-May,439.9,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1909,2308.7,Jun-Sep,1549.9,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1909,2308.7,Oct-Dec,308.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1910,2267.9,Jan-Feb,36.9,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1910,2267.9,Mar-May,397,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1910,2267.9,Jun-Sep,1625.8,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1910,2267.9,Oct-Dec,208.3,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1911,2479.8,Jan-Feb,59.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1911,2479.8,Mar-May,574.9,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1911,2479.8,Jun-Sep,1602,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1911,2479.8,Oct-Dec,243.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1912,2308.8,Jan-Feb,37.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1912,2308.8,Mar-May,656.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1912,2308.8,Jun-Sep,1394.9,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1912,2308.8,Oct-Dec,220,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1913,2613.2,Jan-Feb,67.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1913,2613.2,Mar-May,512.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1913,2613.2,Jun-Sep,1717.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1913,2613.2,Oct-Dec,316.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1914,2529.2,Jan-Feb,98.4,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1914,2529.2,Mar-May,662.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1914,2529.2,Jun-Sep,1543.5,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1914,2529.2,Oct-Dec,225.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1915,2819.9,Jan-Feb,49.4,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1915,2819.9,Mar-May,737.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1915,2819.9,Jun-Sep,1764.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1915,2819.9,Oct-Dec,269.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1916,2555,Jan-Feb,30.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1916,2555,Mar-May,381.6,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1916,2555,Jun-Sep,1663.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1916,2555,Oct-Dec,479.6,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1917,2222.2,Jan-Feb,83.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1917,2222.2,Mar-May,436.4,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1917,2222.2,Jun-Sep,1491.4,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1917,2222.2,Oct-Dec,211.3,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1918,3013.3,Jan-Feb,9.9,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1918,3013.3,Mar-May,725.3,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1918,3013.3,Jun-Sep,2145.5,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1918,3013.3,Oct-Dec,132.5,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1919,2047.9,Jan-Feb,35.6,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1919,2047.9,Mar-May,301,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1919,2047.9,Jun-Sep,1509.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1919,2047.9,Oct-Dec,201.6,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1920,2375.8,Jan-Feb,61.9,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1920,2375.8,Mar-May,584.3,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1920,2375.8,Jun-Sep,1582.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1920,2375.8,Oct-Dec,146.9,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1921,2638.2,Jan-Feb,70.9,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1921,2638.2,Mar-May,628.8,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1921,2638.2,Jun-Sep,1644.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1921,2638.2,Oct-Dec,293.8,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1922,2462.6,Jan-Feb,13,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1922,2462.6,Mar-May,318.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1922,2462.6,Jun-Sep,1916.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1922,2462.6,Oct-Dec,214.8,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1923,2685.5,Jan-Feb,64.9,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1923,2685.5,Mar-May,525.8,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1923,2685.5,Jun-Sep,1781.5,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1923,2685.5,Oct-Dec,313.3,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1924,2701.7,Jan-Feb,48.8,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1924,2701.7,Mar-May,480.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1924,2701.7,Jun-Sep,1779.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1924,2701.7,Oct-Dec,393,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1925,2447.5,Jan-Feb,79.4,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1925,2447.5,Mar-May,616.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1925,2447.5,Jun-Sep,1544.3,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1925,2447.5,Oct-Dec,207.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1926,2463.2,Jan-Feb,94.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1926,2463.2,Mar-May,562.3,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1926,2463.2,Jun-Sep,1567.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1926,2463.2,Oct-Dec,239.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1927,2887.5,Jan-Feb,145,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1927,2887.5,Mar-May,662,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1927,2887.5,Jun-Sep,1852.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1927,2887.5,Oct-Dec,227.9,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1928,2472.4,Jan-Feb,32.8,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1928,2472.4,Mar-May,426.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1928,2472.4,Jun-Sep,1722,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1928,2472.4,Oct-Dec,291,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1929,2859.4,Jan-Feb,46,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1929,2859.4,Mar-May,723.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1929,2859.4,Jun-Sep,1930.4,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1929,2859.4,Oct-Dec,159.4,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1930,2487.4,Jan-Feb,76.3,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1930,2487.4,Mar-May,491.6,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1930,2487.4,Jun-Sep,1587,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1930,2487.4,Oct-Dec,332.5,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1931,2461.1,Jan-Feb,55.8,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1931,2461.1,Mar-May,530.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1931,2461.1,Jun-Sep,1573.3,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1931,2461.1,Oct-Dec,302.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1932,2761.7,Jan-Feb,75.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1932,2761.7,Mar-May,584.8,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1932,2761.7,Jun-Sep,1870.5,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1932,2761.7,Oct-Dec,230.6,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1933,2451.8,Jan-Feb,22.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1933,2451.8,Mar-May,499.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1933,2451.8,Jun-Sep,1802.8,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1933,2451.8,Oct-Dec,127.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1934,3040.8,Jan-Feb,151.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1934,3040.8,Mar-May,561.3,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1934,3040.8,Jun-Sep,1890.6,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1934,3040.8,Oct-Dec,437.9,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1935,2543.3,Jan-Feb,48.8,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1935,2543.3,Mar-May,388.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1935,2543.3,Jun-Sep,1946.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1935,2543.3,Oct-Dec,160.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1936,2917.1,Jan-Feb,92.4,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1936,2917.1,Mar-May,821.6,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1936,2917.1,Jun-Sep,1765,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1936,2917.1,Oct-Dec,238.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1937,2741.6,Jan-Feb,60.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1937,2741.6,Mar-May,459.8,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1937,2741.6,Jun-Sep,1924.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1937,2741.6,Oct-Dec,297,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1938,2971.6,Jan-Feb,58.4,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1938,2971.6,Mar-May,716.4,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1938,2971.6,Jun-Sep,1841.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1938,2971.6,Oct-Dec,355.6,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1939,2608.3,Jan-Feb,61.8,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1939,2608.3,Mar-May,512.6,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1939,2608.3,Jun-Sep,1803.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1939,2608.3,Oct-Dec,230.8,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1940,2526.7,Jan-Feb,74.8,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1940,2526.7,Mar-May,592,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1940,2526.7,Jun-Sep,1673.4,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1940,2526.7,Oct-Dec,186.5,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1941,2966.2,Jan-Feb,77.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1941,2966.2,Mar-May,853.8,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1941,2966.2,Jun-Sep,1839.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1941,2966.2,Oct-Dec,195.5,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1942,2680.9,Jan-Feb,21.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1942,2680.9,Mar-May,634.4,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1942,2680.9,Jun-Sep,1814.6,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1942,2680.9,Oct-Dec,210.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1943,2427.9,Jan-Feb,97.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1943,2427.9,Mar-May,485.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1943,2427.9,Jun-Sep,1758.8,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1943,2427.9,Oct-Dec,86.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1944,2877.3,Jan-Feb,111.6,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1944,2877.3,Mar-May,520.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1944,2877.3,Jun-Sep,2130,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1944,2877.3,Oct-Dec,115.6,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1945,3051.9,Jan-Feb,129.6,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1945,3051.9,Mar-May,592.3,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1945,3051.9,Jun-Sep,2057.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1945,3051.9,Oct-Dec,272.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1946,3036.2,Jan-Feb,19.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1946,3036.2,Mar-May,779.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1946,3036.2,Jun-Sep,1868.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1946,3036.2,Oct-Dec,369.6,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1947,3210.2,Jan-Feb,7.3,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1947,3210.2,Mar-May,594.6,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1947,3210.2,Jun-Sep,2271.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1947,3210.2,Oct-Dec,337.3,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1948,2822.1,Jan-Feb,70.6,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1948,2822.1,Mar-May,729.3,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1948,2822.1,Jun-Sep,1807.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1948,2822.1,Oct-Dec,215.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1949,2976.3,Jan-Feb,20.6,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1949,2976.3,Mar-May,857.3,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1949,2976.3,Jun-Sep,1914.9,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1949,2976.3,Oct-Dec,183.5,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1950,2423,Jan-Feb,72.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1950,2423,Mar-May,374.3,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1950,2423,Jun-Sep,1647.5,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1950,2423,Oct-Dec,329.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1951,2609.3,Jan-Feb,4.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1951,2609.3,Mar-May,656.3,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1951,2609.3,Jun-Sep,1562.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1951,2609.3,Oct-Dec,386.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1952,2810.9,Jan-Feb,16.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1952,2810.9,Mar-May,651.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1952,2810.9,Jun-Sep,1742.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1952,2810.9,Oct-Dec,400.9,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1953,2661.6,Jan-Feb,23.8,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1953,2661.6,Mar-May,641.9,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1953,2661.6,Jun-Sep,1825.9,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1953,2661.6,Oct-Dec,169.9,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1954,2905.1,Jan-Feb,65.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1954,2905.1,Mar-May,503.3,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1954,2905.1,Jun-Sep,2031.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1954,2905.1,Oct-Dec,305.4,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1955,2865,Jan-Feb,11.9,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1955,2865,Mar-May,655.5,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1955,2865,Jun-Sep,1789,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1955,2865,Oct-Dec,408.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1956,3022.7,Jan-Feb,19.6,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1956,3022.7,Mar-May,691.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1956,3022.7,Jun-Sep,2015.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1956,3022.7,Oct-Dec,295.6,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1957,2303.9,Jan-Feb,119.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1957,2303.9,Mar-May,415.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1957,2303.9,Jun-Sep,1618.3,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1957,2303.9,Oct-Dec,150.8,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1958,1968.6,Jan-Feb,93.4,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1958,1968.6,Mar-May,512.6,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1958,1968.6,Jun-Sep,1119,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1958,1968.6,Oct-Dec,243.5,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1959,2327.6,Jan-Feb,117.6,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1959,2327.6,Mar-May,482,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1959,2327.6,Jun-Sep,1371.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1959,2327.6,Oct-Dec,356.8,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1960,1799.9,Jan-Feb,6.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1960,1799.9,Mar-May,252.8,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1960,1799.9,Jun-Sep,1323.5,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1960,1799.9,Oct-Dec,217.5,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1961,1901.2,Jan-Feb,47,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1961,1901.2,Mar-May,482.4,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1961,1901.2,Jun-Sep,1250.5,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1961,1901.2,Oct-Dec,121.3,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1962,1822.5,Jan-Feb,37.8,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1962,1822.5,Mar-May,301.9,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1962,1822.5,Jun-Sep,1352.4,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1962,1822.5,Oct-Dec,130.4,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1963,2970,Jan-Feb,4.6,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1963,2970,Mar-May,508.4,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1963,2970,Jun-Sep,2075.9,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1963,2970,Oct-Dec,381.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1964,2328.7,Jan-Feb,41.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1964,2328.7,Mar-May,651.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1964,2328.7,Jun-Sep,1297.4,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1964,2328.7,Oct-Dec,338.4,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1965,2031,Jan-Feb,63.4,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1965,2031,Mar-May,264.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1965,2031,Jun-Sep,1479.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1965,2031,Oct-Dec,223.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1966,2478.6,Jan-Feb,17.7,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1966,2478.6,Mar-May,315.4,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1966,2478.6,Jun-Sep,1832.6,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1966,2478.6,Oct-Dec,313,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1967,2229.9,Jan-Feb,85,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1967,2229.9,Mar-May,573.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1967,2229.9,Jun-Sep,1374.9,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1967,2229.9,Oct-Dec,196.8,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1968,2110,Jan-Feb,38.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1968,2110,Mar-May,476.9,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1968,2110,Jun-Sep,1497.4,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1968,2110,Oct-Dec,97.6,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1969,3610,Jan-Feb,22.4,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1969,3610,Mar-May,387.9,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1969,3610,Jun-Sep,3050.2,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1969,3610,Oct-Dec,149.5,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1970,4316.2,Jan-Feb,352.1,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1970,4316.2,Mar-May,579.6,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1970,4316.2,Jun-Sep,2841.3,0,Hilly,Mild
NAGA MANI MIZO TRIPURA,1970,4316.2,Oct-Dec,543.2,0,Hilly,Mild
